date,miles
2020-01-01,0.0
2020-01-02,2.6035444900000004
2020-01-03,0.0
2020-01-04,2.02566946
2020-01-05,0.0
2020-01-06,0.0
2020-01-07,2.5289799700000004
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-11,0.0
2020-01-12,0.0
2020-01-13,0.0
2020-01-14,3.0012219300000003
2020-01-15,0.0
2020-01-16,3.36783082
2020-01-17,0.0
2020-01-18,3.10064129
2020-01-19,0.0
2020-01-20,3.62880664
2020-01-21,0.0
2020-01-22,3.0074356399999997
2020-01-23,0.0
2020-01-24,3.26841146
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,2.9950082200000003
2020-02-03,0.0
2020-02-04,3.52317357
2020-02-05,3.59773809
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,4.001629240000001
2020-02-11,1.8206170300000002
2020-02-12,0.0
2020-02-13,2.71539127
2020-02-14,0.0
2020-02-15,4.3309558699999995
2020-02-16,0.0
2020-02-17,4.0886211800000005
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,4.11968973
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,4.56086314
2020-03-05,0.0
2020-03-06,5.13252446
2020-03-07,0.0
2020-03-08,3.21248807
2020-03-09,4.11347602
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,3.8773550400000003
2020-03-13,5.48049222
2020-03-14,0.0
2020-03-15,0.0
2020-03-16,4.567076849999999
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,0.65243955
2020-03-21,0.0
2020-03-22,0.0
2020-03-23,6.05836725
2020-03-24,0.0
2020-03-25,6.51196808
2020-03-26,4.001629240000001
2020-03-27,0.0
2020-03-28,7.00285117
2020-03-29,0.0
2020-03-30,4.8466938
2020-03-31,0.0
2020-04-01,5.10145591
2020-04-02,3.10064129
2020-04-03,0.0
2020-04-04,8.040540739999999
2020-04-05,3.26219775
2020-04-06,0.0
2020-04-07,3.61016551
2020-04-08,0.0
2020-04-09,4.18804054
2020-04-10,0.0
2020-04-11,9.0098795
2020-04-12,4.44901636
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,3.6412340600000004
2020-04-16,5.0082502600000005
2020-04-17,0.0
2020-04-18,11.19089171
2020-04-19,2.4233469
2020-04-20,0.0
2020-04-21,5.0331051
2020-04-22,3.36161711
2020-04-23,0.0
2020-04-24,3.03229048
2020-04-25,10.122133589999999
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,4.12590344
2020-04-29,0.0
2020-04-30,5.02067768
2020-05-01,3.21870178
2020-05-02,0.0
2020-05-03,12.011101429999998
2020-05-04,0.0
2020-05-05,4.001629240000001
2020-05-06,6.0894358
2020-05-07,0.0
2020-05-08,4.57950427
2020-05-09,13.030149869999999
2020-05-10,3.01986306
2020-05-11,0.0
2020-05-12,4.2501776399999995
2020-05-13,4.2874599
2020-05-14,0.0
2020-05-15,4.3309558699999995
2020-05-16,10.004073100000001
2020-05-17,4.4862986199999995
2020-05-18,0.0
2020-05-19,5.92787934
2020-05-20,4.007842950000001
2020-05-21,5.0082502600000005
2020-05-22,0.0
2020-05-23,11.091472350000002
2020-05-24,3.8525002
2020-05-25,0.0
2020-05-26,4.0389115
2020-05-27,5.002036550000001
2020-05-28,3.3305485600000004
2020-05-29,2.00702833
2020-05-30,3.03850419
2020-05-31,14.018129759999999
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,6.0024438600000005
2020-06-04,6.3131293600000005
2020-06-05,0.0
2020-06-06,4.1631857000000005
2020-06-07,16.006516960000003
2020-06-08,0.0
2020-06-09,4.52979459
2020-06-10,3.31190743
2020-06-11,6.0148712799999995
2020-06-12,0.0
2020-06-13,0.0
2020-06-14,18.04461384
2020-06-15,0.0
2020-06-16,3.9705606899999997
2020-06-17,6.0024438600000005
2020-06-18,5.002036550000001
2020-06-19,0.0
2020-06-20,3.0074356399999997
2020-06-21,16.006516960000003
2020-06-22,0.0
2020-06-23,3.57288325
2020-06-24,5.996230150000001
2020-06-25,0.0
2020-06-26,4.001629240000001
2020-06-27,3.12549613
2020-06-28,19.05123486
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,7.00285117
2020-07-03,0.0
2020-07-04,4.05133892
2020-07-05,7.947335089999999
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,5.42456883
2020-07-09,4.01405666
2020-07-10,0.0
2020-07-11,4.0389115
2020-07-12,7.127125370000001
2020-07-13,0.0
2020-07-14,2.00702833
2020-07-15,4.8591212200000005
2020-07-16,0.0
2020-07-17,2.64082675
2020-07-18,26.228069910000002
2020-07-19,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,0.0
2020-07-26,0.0
2020-07-27,2.13751624
2020-07-28,0.0
2020-07-29,3.74686713
2020-07-30,0.0
2020-07-31,0.0
2020-08-01,0.0
2020-08-02,3.49210502
2020-08-03,2.4295606100000002
2020-08-04,0.0
2020-08-05,10.004073100000001
2020-08-06,0.0
2020-08-07,0.0
2020-08-08,3.3305485600000004
2020-08-09,3.0136493499999997
2020-08-10,4.74106073
2020-08-11,0.0
2020-08-12,2.56626223
2020-08-13,0.0
2020-08-14,9.57532711
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,4.02648408
2020-08-18,0.0
2020-08-19,10.59437555
2020-08-20,8.89181901
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,7.475093129999999
2020-08-24,0.0
2020-08-25,6.68595196
2020-08-26,0.0
2020-08-27,4.10726231
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,5.02067768
2020-09-06,3.0074356399999997
2020-09-07,0.0
2020-09-08,3.0074356399999997
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.0
2020-09-12,7.26382699
2020-09-13,0.0
2020-09-14,7.1457665
2020-09-15,0.0
2020-09-16,5.66690352
2020-09-17,0.0
2020-09-18,3.9519195600000003
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,0.0
2020-09-22,12.004887720000001
2020-09-23,0.0
2020-09-24,0.0
2020-09-25,3.0074356399999997
2020-09-26,0.0
2020-09-27,4.38687926
2020-09-28,3.2746251699999998
2020-09-29,0.0
2020-09-30,6.8972181
2020-10-01,0.0
2020-10-02,4.27503248
2020-10-03,3.0012219300000003
2020-10-04,0.0
2020-10-05,3.0944275800000005
2020-10-06,3.1565646800000002
2020-10-07,0.0
2020-10-08,3.46725018
2020-10-09,0.0
2020-10-10,6.0086575700000004
2020-10-11,0.0
2020-10-12,3.20627436
2020-10-13,0.0
2020-10-14,3.0136493499999997
2020-10-15,0.0
2020-10-16,3.0074356399999997
2020-10-17,8.43200447
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,5.49913335
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,6.16400032
2020-10-25,3.8090042299999998
2020-10-26,0.0
2020-10-27,5.77253659
2020-10-28,5.47427851
2020-10-29,0.0
2020-10-30,8.99745208
2020-10-31,0.0
2020-11-01,10.03514165
2020-11-02,0.0
2020-11-03,4.69756476
2020-11-04,0.0
2020-11-05,5.26301237
2020-11-06,5.374859150000001
2020-11-07,9.41998436
2020-11-08,6.99663746
2020-11-09,0.0
2020-11-10,3.106855
2020-11-11,8.06539558
2020-11-12,0.0
2020-11-13,5.33136318
2020-11-14,12.004887720000001
2020-11-15,0.0
2020-11-16,5.72904062
2020-11-17,4.96475429
2020-11-18,0.0
2020-11-19,9.31435129
2020-11-20,0.0
2020-11-21,14.01191605
2020-11-22,6.20128258
2020-11-23,0.0
2020-11-24,0.0
2020-11-25,6.021084989999999
2020-11-26,7.52480281
2020-11-27,0.0
2020-11-28,16.01273067
2020-11-29,6.51818179
2020-11-30,0.0
2020-12-01,5.17602043
2020-12-02,3.74686713
2020-12-03,8.00947219
2020-12-04,0.0
2020-12-05,18.00733158
2020-12-06,7.15198021
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,4.72863331
2020-12-10,9.34541984
2020-12-11,0.0
2020-12-12,7.36324635
2020-12-13,20.001932489999998
2020-12-14,0.0
2020-12-15,0.0
2020-12-16,5.72904062
2020-12-17,9.46969404
2020-12-18,0.0
2020-12-19,5.0082502600000005
2020-12-20,10.01028681
2020-12-21,0.0
2020-12-22,6.5865326
2020-12-23,4.57329056
2020-12-24,10.084851330000001
2020-12-25,0.0
2020-12-26,7.40674232
2020-12-27,22.002747109999998
2020-12-28,0.0
2020-12-29,0.0
2020-12-30,5.9030245
2020-12-31,7.24518586
