date,miles
2022-10-24,5.0055783647
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,16.3086275402
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,3.6584460367
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,2.2589321334
2022-11-08,2.3841383899
2022-11-09,3.3804446513
2022-11-10,2.2881365704000003
2022-11-11,1.8685247341000002
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,2.0454290578000003
2022-11-15,0.0
2022-11-16,3.495833246
2022-11-17,2.1052670851
2022-11-18,2.9770505981
2022-11-19,0.0
2022-11-20,3.4824116324
2022-11-21,3.7780599542
2022-11-22,0.0
2022-11-23,4.114470213600001
2022-11-24,4.4500105536
2022-11-25,2.6727030823
2022-11-26,0.0
2022-11-27,3.430589291
2022-11-28,2.9361643862999998
2022-11-29,3.1528985911000005
