date,miles
2019-01-01,6.04593983
2019-01-02,0.0
2019-01-03,6.0086575700000004
2019-01-04,4.03269779
2019-01-05,12.69460953
2019-01-06,13.589383770000001
2019-01-07,0.0
2019-01-08,3.05714532
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-12,0.0
2019-01-13,0.0
2019-01-14,3.2746251699999998
2019-01-15,0.0
2019-01-16,3.02607677
2019-01-17,0.0
2019-01-18,0.0
2019-01-19,4.34338329
2019-01-20,0.0
2019-01-21,7.40674232
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,6.74187535
2019-01-25,3.6039518
2019-01-26,6.151572900000001
2019-01-27,0.0
2019-01-28,4.54222201
2019-01-29,8.20831091
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,4.04512521
2019-02-02,7.941121379999999
2019-02-03,4.13211715
2019-02-04,0.0
2019-02-05,5.13873817
2019-02-06,0.0
2019-02-07,9.6933876
2019-02-08,5.38728657
2019-02-09,4.79698412
2019-02-10,0.0
2019-02-11,0.0
2019-02-12,4.03269779
2019-02-13,4.0389115
2019-02-14,0.0
2019-02-15,7.5185891
2019-02-16,2.06916543
2019-02-17,5.82224627
2019-02-18,6.0024438600000005
2019-02-19,0.0
2019-02-20,7.754710080000001
2019-02-21,0.0
2019-02-22,4.49872604
2019-02-23,12.50819823
2019-02-24,3.03850419
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,3.8525002
2019-02-28,3.11306871
2019-03-01,5.74146804
2019-03-02,11.12875461
2019-03-03,0.0
2019-03-04,5.213302690000001
2019-03-05,3.05093161
2019-03-06,0.0
2019-03-07,5.039318809999999
2019-03-08,0.0
2019-03-09,13.99948863
2019-03-10,4.75348815
2019-03-11,0.0
2019-03-12,4.0389115
2019-03-13,0.0
2019-03-14,10.022714230000002
2019-03-15,0.78292746
2019-03-16,16.30477504
2019-03-17,0.0
2019-03-18,0.0
2019-03-19,7.630435879999999
2019-03-20,0.0
2019-03-21,7.0090648799999995
2019-03-22,5.374859150000001
2019-03-23,3.8835687500000002
2019-03-24,12.004887720000001
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,9.028520630000001
2019-03-28,0.0
2019-03-29,3.8090042299999998
2019-03-30,17.000710559999998
2019-03-31,0.0
2019-04-01,5.64826239
2019-04-02,0.0
2019-04-03,5.50534706
2019-04-04,0.0
2019-04-05,5.368645440000001
2019-04-06,14.7264927
2019-04-07,4.65406879
2019-04-08,0.0
2019-04-09,5.6544761
2019-04-10,4.1010485999999995
2019-04-11,6.04593983
2019-04-12,0.0
2019-04-13,16.00030325
2019-04-14,5.41214141
2019-04-15,0.0
2019-04-16,5.990016440000001
2019-04-17,0.59030245
2019-04-18,4.49872604
2019-04-19,0.0
2019-04-20,20.79728737
2019-04-21,3.3491896899999998
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,10.0040731
2019-04-25,0.0
2019-04-26,3.0012219300000003
2019-04-27,10.9982667
2019-04-28,0.0
2019-04-29,5.002036550000001
2019-04-30,0.0
2019-05-01,8.947742400000001
2019-05-02,0.0
2019-05-03,0.0
2019-05-04,4.05755263
2019-05-05,0.0
2019-05-06,3.0012219300000003
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,3.0447179
2019-05-10,2.00702833
2019-05-11,25.948452959999997
2019-05-12,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-18,0.0
2019-05-19,0.0
2019-05-20,0.0
2019-05-21,6.99042375
2019-05-22,0.0
2019-05-23,9.99785939
2019-05-24,0.0
2019-05-25,0.0
2019-05-26,0.0
2019-05-27,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0
2019-06-01,0.0
2019-06-02,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,6.965568910000001
2019-06-08,0.0
2019-06-09,0.0
