date,miles
2019-06-10,0.0
2019-06-11,2.8520928899999998
2019-06-12,0.0
2019-06-13,4.001629240000001
2019-06-14,0.0
2019-06-15,0.0
2019-06-16,7.444024580000001
2019-06-17,0.0
2019-06-18,3.6039518
2019-06-19,0.0
2019-06-20,8.326371400000001
2019-06-21,0.0
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,5.002036550000001
2019-06-28,0.0
2019-06-29,0.0
2019-06-30,0.0
2019-07-01,10.712436039999998
2019-07-02,0.0
2019-07-03,3.75308084
2019-07-04,4.02648408
2019-07-05,0.0
2019-07-06,5.89059708
2019-07-07,0.0
2019-07-08,0.0
2019-07-09,12.029742559999999
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,4.0389115
2019-07-13,6.73566164
2019-07-14,6.77915761
2019-07-15,3.20006065
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,0.0
2019-07-27,0.0
2019-07-28,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-03,0.0
2019-08-04,0.0
2019-08-05,0.0
2019-08-06,5.9030245
2019-08-07,8.84210933
2019-08-08,0.0
2019-08-09,0.0
2019-08-10,4.001629240000001
2019-08-11,5.0082502600000005
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-17,0.0
2019-08-18,6.0086575700000004
2019-08-19,0.0
2019-08-20,4.7783429900000005
2019-08-21,3.1565646800000002
2019-08-22,9.320565000000002
2019-08-23,0.0
2019-08-24,0.0
2019-08-25,5.33757689
2019-08-26,9.096871440000001
2019-08-27,0.0
2019-08-28,4.65406879
2019-08-29,0.0
2019-08-30,5.23815753
2019-08-31,0.0
2019-09-01,0.0
2019-09-02,0.0
2019-09-03,3.43618163
2019-09-04,0.0
2019-09-05,10.004073100000001
2019-09-06,0.0
2019-09-07,0.0
2019-09-08,10.36446828
2019-09-09,0.0
2019-09-10,4.79698412
2019-09-11,10.04135536
2019-09-12,0.0
2019-09-13,4.85290751
2019-09-14,0.0
2019-09-15,0.0
2019-09-16,0.0
2019-09-17,4.38066555
2019-09-18,8.64327061
2019-09-19,0.0
2019-09-20,3.99541553
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,7.015278589999999
2019-09-24,6.07700838
2019-09-25,3.11306871
2019-09-26,0.0
2019-09-27,6.03972612
2019-09-28,0.0
2019-09-29,11.035548960000002
2019-09-30,0.0
2019-10-01,5.051746230000001
2019-10-02,6.26963339
2019-10-03,0.0
2019-10-04,5.990016440000001
2019-10-05,3.6909437400000003
2019-10-06,14.00570234
2019-10-07,0.0
2019-10-08,10.501169899999999
2019-10-09,6.19506887
2019-10-10,0.0
2019-10-11,4.001629240000001
2019-10-12,5.23194382
2019-10-13,16.00030325
2019-10-14,0.0
2019-10-15,6.10807693
2019-10-16,7.00285117
2019-10-17,6.182641449999999
2019-10-18,7.07741569
2019-10-19,5.26301237
2019-10-20,11.712843350000002
2019-10-21,0.0
2019-10-22,4.61057282
2019-10-23,6.67973825
2019-10-24,6.151572900000001
2019-10-25,4.001629240000001
2019-10-26,0.0
2019-10-27,17.000710559999998
2019-10-28,0.0
2019-10-29,7.2079036
2019-10-30,6.145359190000001
2019-10-31,5.72904062
2019-11-01,6.350411620000001
2019-11-02,7.5185891
2019-11-03,18.001117869999998
2019-11-04,0.0
2019-11-05,4.66649621
2019-11-06,5.002036550000001
2019-11-07,0.0
2019-11-08,13.49617812
2019-11-09,3.0882138699999997
2019-11-10,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,2.9950082200000003
2019-11-14,0.0
2019-11-15,0.0
2019-11-16,0.0
2019-11-17,2.03809688
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,3.3491896899999998
2019-11-23,0.0
2019-11-24,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-28,0.0
2019-11-29,0.0
2019-11-30,0.0
2019-12-01,0.82020972
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-07,0.0
2019-12-08,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-14,0.0
2019-12-15,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-21,0.0
2019-12-22,0.0
2019-12-23,1.7149839599999999
2019-12-24,2.46062916
2019-12-25,0.0
2019-12-26,2.3115001200000003
2019-12-27,0.0
2019-12-28,0.0
2019-12-29,0.0
2019-12-30,0.0
2019-12-31,0.0
